repo,file,clone_class_id,clone_type,test_name,class_size,llm_detectou
,tests/test_inference.py,CC0001,Type-2,InferenceTest.test_binary_op_int_add,9,YES
,tests/test_inference.py,CC0001,Type-2,InferenceTest.test_binary_op_int_sub,9,YES
,tests/test_inference.py,CC0001,Type-2,InferenceTest.test_binary_op_float_div,9,YES
,tests/test_inference.py,CC0001,Type-2,InferenceTest.test_binary_op_str_mul,9,YES
,tests/test_inference.py,CC0001,Type-2,InferenceTest.test_binary_op_int_bitand,9,YES
,tests/test_inference.py,CC0001,Type-2,InferenceTest.test_binary_op_int_bitor,9,YES
,tests/test_inference.py,CC0001,Type-2,InferenceTest.test_binary_op_int_bitxor,9,YES
,tests/test_inference.py,CC0001,Type-2,InferenceTest.test_binary_op_int_shiftright,9,YES
,tests/test_inference.py,CC0001,Type-2,InferenceTest.test_binary_op_int_shiftleft,9,YES
,tests/test_inference.py,CC0002,Type-2,InferenceTest.test_type__new__not_enough_arguments,4,YES
,tests/test_inference.py,CC0002,Type-2,InferenceTest.test_type__new__invalid_mcs_argument,4,YES
,tests/test_inference.py,CC0002,Type-2,InferenceTest.test_type__new__invalid_name,4,YES
,tests/test_inference.py,CC0002,Type-2,InferenceTest.test_type__new__invalid_bases,4,YES
,tests/test_inference.py,CC0003,Type-2,InferenceTest.test_frozenset_builtin_inference,3,YES
,tests/test_inference.py,CC0003,Type-2,InferenceTest.test_set_builtin_inference,3,YES
,tests/test_inference.py,CC0003,Type-2,InferenceTest.test_list_builtin_inference,3,YES
,tests/test_inference.py,CC0004,Type-2,InferenceTest.test_binary_op_type_errors,2,YES
,tests/test_inference.py,CC0004,Type-2,InferenceTest.test_unary_type_errors,2,YES
,tests/test_inference.py,CC0005,Type-2,InferenceTest.test_binop_different_types_reflected_only,6,YES
,tests/test_inference.py,CC0005,Type-2,InferenceTest.test_binop_different_types_normal_not_implemented_and_reflected,6,YES
,tests/test_inference.py,CC0005,Type-2,InferenceTest.test_binop_subtype,6,YES
,tests/test_inference.py,CC0005,Type-2,InferenceTest.test_binop_subtype_implemented_in_parent,6,YES
,tests/test_inference.py,CC0005,Type-2,InferenceTest.test_binop_supertype,6,YES
,tests/test_inference.py,CC0005,Type-2,InferenceTest.test_binop_supertype_rop_not_implemented,6,YES
,tests/test_inference.py,CC0006,Type-2,test_imported_module_var_inferable,3,YES
,tests/test_inference.py,CC0006,Type-2,test_imported_module_var_inferable2,3,YES
,tests/test_inference.py,CC0006,Type-2,test_imported_module_var_inferable3,3,YES
,tests/test_inference.py,CC0007,Type-2,test_slice_zero_step_does_not_raise_ValueError,2,YES
,tests/test_inference.py,CC0007,Type-2,test_slice_zero_step_on_str_does_not_raise_ValueError,2,YES
,tests/test_inference.py,CC0008,Type-2,TestInferencePropagation.test_call_starargs_propagation,2,YES
,tests/test_inference.py,CC0008,Type-2,TestInferencePropagation.test_call_kwargs_propagation,2,YES
,tests/test_inference.py,CC0009,Type-2,test_namespace_package,3,YES
,tests/test_inference.py,CC0009,Type-2,test_namespace_package_same_name,3,YES
,tests/test_inference.py,CC0009,Type-2,test_relative_imports_init_package,3,YES
,tests/test_protocols.py,CC0010,Type-2,ProtocolTests.test_uninferable_list_multiplication,2,YES
,tests/test_protocols.py,CC0010,Type-2,ProtocolTests.test_uninferable_list_multiplication_with_multiple_operands,2,YES
,tests/test_protocols.py,CC0011,Type-2,ProtocolTests.test_list_multiplication_with_empty_list_and_overflowing_multiplier,3,YES
,tests/test_protocols.py,CC0011,Type-2,ProtocolTests.test_list_multiplication_with_zero_multiplier,3,YES
,tests/test_protocols.py,CC0011,Type-2,ProtocolTests.test_list_multiplication_with_negative_overflowing_multiplier,3,YES
,tests/test_protocols.py,CC0012,Type-2,TestGenericTypeSyntax.test_assigned_stmts_type_var,3,YES
,tests/test_protocols.py,CC0012,Type-2,TestGenericTypeSyntax.test_assigned_stmts_type_var_tuple,3,YES
,tests/test_protocols.py,CC0012,Type-2,TestGenericTypeSyntax.test_assigned_stmts_param_spec,3,YES
,tests/test_nodes_position.py,CC0013,Type-2,TestNodePosition.test_position_function,2,YES
,tests/test_nodes_position.py,CC0013,Type-2,TestNodePosition.test_position_async_function,2,YES
,tests/test_type_params.py,CC0014,Type-2,test_type_param_spec,2,YES
,tests/test_type_params.py,CC0014,Type-2,test_type_var_tuple,2,YES
,tests/test_stdlib.py,CC0015,Type-2,TestSys.test_sys_builtin_module_names,2,YES
,tests/test_stdlib.py,CC0015,Type-2,TestSys.test_sys_modules,2,YES
,tests/test_inference_calls.py,CC0016,Type-2,test_no_return,8,YES
,tests/test_inference_calls.py,CC0016,Type-2,test_inner_call_with_dynamic_argument,8,YES
,tests/test_inference_calls.py,CC0016,Type-2,test_method_dynamic_instance_attr_1,8,YES
,tests/test_inference_calls.py,CC0016,Type-2,test_method_dynamic_instance_attr_3,8,YES
,tests/test_inference_calls.py,CC0016,Type-2,test_method_dynamic_instance_attr_4,8,YES
,tests/test_inference_calls.py,CC0016,Type-2,test_method_dynamic_instance_attr_5,8,YES
,tests/test_inference_calls.py,CC0016,Type-2,test_method_dynamic_instance_attr_6,8,YES
,tests/test_inference_calls.py,CC0016,Type-2,test_dunder_getitem,8,YES
,tests/test_inference_calls.py,CC0017,Type-2,test_one_return,8,YES
,tests/test_inference_calls.py,CC0017,Type-2,test_one_return_possible,8,YES
,tests/test_inference_calls.py,CC0017,Type-2,test_argument,8,YES
,tests/test_inference_calls.py,CC0017,Type-2,test_inner_call,8,YES
,tests/test_inference_calls.py,CC0017,Type-2,test_inner_call_with_const_argument,8,YES
,tests/test_inference_calls.py,CC0017,Type-2,test_method_const_instance_attr,8,YES
,tests/test_inference_calls.py,CC0017,Type-2,test_method_dynamic_instance_attr_2,8,YES
,tests/test_inference_calls.py,CC0017,Type-2,test_chained_attribute_inherited,8,YES
,tests/test_inference_calls.py,CC0018,Type-2,test_multiple_returns,3,YES
,tests/test_inference_calls.py,CC0018,Type-2,test_method_const_instance_attr_multiple,3,YES
,tests/test_inference_calls.py,CC0018,Type-2,test_method_const_instance_attr_same_method,3,YES
,tests/test_inference_calls.py,CC0019,Type-2,test_class_method,2,YES
,tests/test_inference_calls.py,CC0019,Type-2,test_static_method,2,YES
,tests/test_inference_calls.py,CC0020,Type-2,test_instance_method_inherited,2,YES
,tests/test_inference_calls.py,CC0020,Type-2,test_class_method_inherited,2,YES
,tests/test_utils.py,CC0021,Type-2,InferenceUtil.test_not_exclusive_walrus_operator,2,YES
,tests/test_utils.py,CC0021,Type-2,InferenceUtil.test_not_exclusive_walrus_operator_nested,2,YES
,tests/test_regrtest.py,CC0022,Type-2,NonRegressionTests.test_recursive_property_method,2,YES
,tests/test_regrtest.py,CC0022,Type-2,NonRegressionTests.test_uninferable_string_argument_of_namedtuple,2,YES
,tests/test_manager.py,CC0023,Type-2,AstroidManagerTest.test_ast_from_module_name_egg,2,YES
,tests/test_manager.py,CC0023,Type-2,AstroidManagerTest.test_ast_from_module_name_zip,2,YES
,tests/test_manager.py,CC0024,Type-2,AstroidManagerTest.test_ast_from_namespace_pkgutil,2,YES
,tests/test_manager.py,CC0024,Type-2,AstroidManagerTest.test_ast_from_namespace_pkg_resources,2,YES
,tests/test_manager.py,CC0025,Type-2,AstroidManagerTest.test_ast_from_file_name_astro_builder_exception,3,YES
,tests/test_manager.py,CC0025,Type-2,AstroidManagerTest.test_ast_from_module_name_astro_builder_exception,3,YES
,tests/test_manager.py,CC0025,Type-2,AstroidManagerTest.test_ast_from_class_attr_error,3,YES
,tests/test_raw_building.py,CC0026,Type-2,RawBuildingTC.test_build_class,2,YES
,tests/test_raw_building.py,CC0026,Type-2,RawBuildingTC.test_build_function,2,YES
,tests/test_raw_building.py,CC0027,Type-2,RawBuildingTC.test_module_object_with_broken_getattr,2,YES
,tests/test_raw_building.py,CC0027,Type-2,RawBuildingTC.test_module_collection_with_object_getattribute,2,YES
,tests/test_scoped_nodes.py,CC0028,Type-2,ModuleNodeTest.test_import_1,2,YES
,tests/test_scoped_nodes.py,CC0028,Type-2,ModuleNodeTest.test_import_2,2,YES
,tests/test_scoped_nodes.py,CC0029,Type-2,ModuleNodeTest.test_singleline_docstring,3,YES
,tests/test_scoped_nodes.py,CC0029,Type-2,ModuleNodeTest.test_multiline_docstring,3,YES
,tests/test_scoped_nodes.py,CC0029,Type-2,ModuleNodeTest.test_comment_before_docstring,3,YES
,tests/test_scoped_nodes.py,CC0030,Type-2,FunctionNodeTest.test_singleline_docstring,3,YES
,tests/test_scoped_nodes.py,CC0030,Type-2,FunctionNodeTest.test_multiline_docstring,3,YES
,tests/test_scoped_nodes.py,CC0030,Type-2,FunctionNodeTest.test_multiline_docstring_async,3,YES
,tests/test_scoped_nodes.py,CC0031,Type-2,ClassNodeTest.test_singleline_docstring,2,YES
,tests/test_scoped_nodes.py,CC0031,Type-2,ClassNodeTest.test_multiline_docstring,2,YES
,tests/test_scoped_nodes.py,CC0032,Type-2,ClassNodeTest.test_mro_generic_1,7,YES
,tests/test_scoped_nodes.py,CC0032,Type-2,ClassNodeTest.test_mro_generic_2,7,YES
,tests/test_scoped_nodes.py,CC0032,Type-2,ClassNodeTest.test_mro_generic_3,7,YES
,tests/test_scoped_nodes.py,CC0032,Type-2,ClassNodeTest.test_mro_generic_4,7,YES
,tests/test_scoped_nodes.py,CC0032,Type-2,ClassNodeTest.test_mro_generic_5,7,YES
,tests/test_scoped_nodes.py,CC0032,Type-2,ClassNodeTest.test_mro_generic_6,7,YES
,tests/test_scoped_nodes.py,CC0032,Type-2,ClassNodeTest.test_mro_generic_7,7,YES
,tests/test_scoped_nodes.py,CC0033,Type-2,ClassNodeTest.test_mro_generic_error_1,2,YES
